0	0.361702128	0	0.916284749	1	1
0	0.361702128	0	0.919276758	1	1
0	0.342553191	0	0.931403794	1	1
0	0.306382979	0	0.968182905	1	1
0	0.310638298	0	0.91667775	1	1
0	0.314893617	0	0.911724735	1	1
0	0.319148936	0	0.91013773	1	1
0	0.319148936	0	0.913110739	1	1
0	0.280851064	0	0.916062748	1	1
0	0.263829787	0	0.87675763	1	1
0	0.25106383	0	0.862142586	1	1
0	0.255319149	0	0.863795591	1	1
0	0.255319149	0	0.833962502	1	1
0	0.244680851	0	0.87012761	1	1
0	0.257446809	0	0.968908907	1	1
0	0.257446809	0	0.834315503	1	1
0	0.259574468	0	0.818871457	1	1
0	0.287234043	0	0.872815618	1	1
0	0.287234043	0	0.782961349	1	1
0	0.244680851	0	0.638148914	1	1
0	0.240425532	0	0.643927932	1	1
0	0.193617021	0	0.594043782	1	1
0	0.240425532	0	0.561429684	1	1
0	0.240425532	0	0.415501247	1	1
0	0.195744681	0	0.302457907	1	1
0	0.195744681	0	0.231600695	1	1
0	0.204255319	0	0.201550605	1	1
0	0.219148936	0	0.396485189	1	1
0	0.219148936	0	0.075056225	1	1
0	0.206382979	0	0.059126177	1	1
0	0.217021277	0	0.045549137	1	1
0	0.217021277	0	0.039235118	1	1
0	0.253191489	0	0.05327716	1	1
0	0.34893617	0	0.013542041	1	1
0	0.142553191	0	0.004932015	1	1
0	0.165957447	0	0.027149081	1	1
0	0.165957447	0	0.003665011	1	1
0	0.180851064	0	0.002168007	1	1
0	0.180851064	0	0.003107009	1	1
0	0.044680851	0	0.001903006	1	1
0	0.044680851	0	0.000443001	1	1
0	0.121276596	1	0.000847003	0.15	1
0	0.138297872	0.75	0.001209004	0.19	1
0	0.138297872	0.5	0.001447004	0.195	1
0	0.095744681	0.25	2.10001E-05	0.195	1
0	0.117021277	0	0.000166	0.195	1
0	0.123404255	0	5.30002E-05	0.195	1
0	0.146808511	0	1.2E-05	0.195	1
0	0.170212766	0	1.90001E-05	0.2	1
0	0.170212766	0	0.000153	0.205	1
0	0.161702128	0	0.000296001	0.215	1
0	0.161702128	0	0.000154	0.22	1
0	0.153191489	0	8.20002E-05	0.23	1
0	0.136170213	0	2.90001E-05	0.235	1
0	0.2	0	3.00001E-05	0.24	1
0	0.2	0	4.20001E-05	0.25	1
0	0.089361702	0	4.90001E-05	0.255	1
0	0.085106383	0	3.90001E-05	0.24	1
0	0.085106383	0	3.80001E-05	0.185	1
0	0.082978723	0	6.60002E-05	0.175	1
0	0.082978723	0	8.90003E-05	0.17	1
0	0.1	0	1.1E-05	0.145	1
0	0.1	0	0.000330001	0.105	1
0	0.09787234	0	0.008716026	0.11	1
0	0.061702128	0	0.000155	0.11	1
0	0.134042553	0	0.000453001	0.06	1
0	0.159574468	0	0.000385001	0.09	1
0	0.174468085	0	0.000109	0.115	1
0	0.174468085	0	7.20002E-05	0.135	1
0	0.14893617	0	0.000166	0.15	1
0	0.140425532	0	0.000194001	0.16	1
0	0.170212766	0	0.000218001	0.17	1
0	0.20212766	0	0.000127	0.175	1
0	0.20212766	0	0.000184001	0.18	1
0	0.157446809	0	0.00016	0.19	1
0	0.168085106	0	0.000169001	0.195	1
0	0.170212766	0	0.000166	0.2	1
0	0.170212766	0	0.000178001	0.205	1
0	0.153191489	0	0.000233001	0.21	1
0	0.146808511	0	0.000164	0.215	1
